Created at	Closed at	Updated at	State	Labels	Comments	Number	Title	Url	Html url	Body	User name	User email	Milestone created at	Milestone due on	Milestone descrtiption	Milestone state	Milestone title
2014-05-24 16:24:03.0	null	2020-10-02 17:56:19.0	open	[]	1	95	option: Inventec Velocity (V HSDPA) support	https://api.github.com/repos/torvalds/linux/issues/95	https://github.com/torvalds/linux/pull/95	Added Inventec Velocity modem IDs to option driver as it supports this device. It is a modem found in Kohjinsha SC3-VHB. 	daneos	null	null	null	null	null	null	
2014-05-28 17:04:06.0	null	2020-10-02 17:56:16.0	open	[]	11	96	Update printk.c	https://api.github.com/repos/torvalds/linux/issues/96	https://github.com/torvalds/linux/pull/96	Adding new function , int type_printk(int type, const char *fmt, ...) , it will print an output and adding type , 1 :  [error] . 2 [log] 3 [action] . TODO : other types 	invicnaper	null	null	null	null	null	null	
2014-05-30 03:46:08.0	2017-02-07 15:32:33.0	2017-02-07 15:32:33.0	closed	[]	1	97	USB: cp210x: Add 8998 (KCF PRN Device)	https://api.github.com/repos/torvalds/linux/issues/97	https://github.com/torvalds/linux/pull/97	Adds support for the KCF Technologies PRN Device in the cp210x usb serial driver 	sonofaforester	null	null	null	null	null	null	
2014-05-30 09:43:04.0	2014-05-30 19:17:08.0	2014-06-12 08:17:50.0	closed	[]	0	98	Convert to a time_after() expression.	https://api.github.com/repos/torvalds/linux/issues/98	https://github.com/torvalds/linux/pull/98		kjenova	null	null	null	null	null	null	
2014-06-05 17:52:58.0	null	2014-06-17 03:27:54.0	open	[]	1	99	Hell of a perfectionist.	https://api.github.com/repos/torvalds/linux/issues/99	https://github.com/torvalds/linux/pull/99		ghost	null	null	null	null	null	null	
2014-06-18 01:10:21.0	2014-06-18 01:10:59.0	2014-06-18 01:10:59.0	closed	[]	0	100	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/100	https://github.com/torvalds/linux/pull/100	pull from torvalds 	mbin	null	null	null	null	null	null	
2014-06-27 15:54:37.0	2014-06-27 15:55:34.0	2014-06-28 07:23:47.0	closed	[]	3	101	Update README	https://api.github.com/repos/torvalds/linux/issues/101	https://github.com/torvalds/linux/pull/101		raintean	null	null	null	null	null	null	
2014-06-29 20:55:01.0	null	2020-10-02 17:56:11.0	open	[]	0	102	Ignore diagonals for iMON PAD in keyboard mode	https://api.github.com/repos/torvalds/linux/issues/102	https://github.com/torvalds/linux/pull/102	For user with an iMON PAD Remote control, the keyboard mode is very touchy and almost useless with XBMC. Event with stabilized() algorithm the behaviour is unexpected. To make it less touchy, I make it ignore any value too close to the diagonals. 	ikus060	null	null	null	null	null	null	
2014-06-29 21:47:51.0	2017-11-09 21:52:25.0	2017-11-09 21:52:25.0	closed	[]	1	103	a few changes : boot.h , bit.h ,crc32	https://api.github.com/repos/torvalds/linux/issues/103	https://github.com/torvalds/linux/pull/103	boot.h : basic i/o port change bit.h : new header file (set & get bit ) crc32 : a new crc32 function 	burakkoken	null	null	null	null	null	null	
2014-06-30 09:59:27.0	2014-07-08 15:00:37.0	2014-07-08 15:00:37.0	closed	[]	0	104	Update acct.c	https://api.github.com/repos/torvalds/linux/issues/104	https://github.com/torvalds/linux/pull/104		hosembafer	null	null	null	null	null	null	
2014-06-30 10:03:58.0	2014-08-07 11:06:39.0	2014-08-07 11:06:39.0	closed	[]	0	105	Update acct.c	https://api.github.com/repos/torvalds/linux/issues/105	https://github.com/torvalds/linux/pull/105		hosembafer	null	null	null	null	null	null	
2014-07-17 13:56:08.0	2014-07-23 00:23:58.0	2014-07-23 03:12:42.0	closed	[]	2	106	correct a wrong word	https://api.github.com/repos/torvalds/linux/issues/106	https://github.com/torvalds/linux/pull/106	I think the "expression" may be a wrong word. 	blackmiaool	null	null	null	null	null	null	
2014-07-18 23:52:24.0	2014-07-22 01:05:53.0	2014-07-22 01:05:53.0	closed	[]	0	107	kernel-doc: handle and highlight varargs-parameter	https://api.github.com/repos/torvalds/linux/issues/107	https://github.com/torvalds/linux/pull/107	A varargs-section "@...:" is not recognized as such and thus gets written to the section introduced last. Also, a varargs-parameter "@..." doesn't get highlighted in descriptive text. 	ghost	null	null	null	null	null	null	
2014-07-23 22:23:53.0	2014-08-11 18:06:51.0	2014-08-11 18:06:51.0	closed	[]	0	108	scripts/tags.sh: Fix regex syntax for etags.	https://api.github.com/repos/torvalds/linux/issues/108	https://github.com/torvalds/linux/pull/108	Fix regexp syntax to run TAGS command correctly regarding below patches. - [79c704a] add regular expression replacement pattern for memcg - [3005286] add pattern for DEFINE_HASHTABLE  Signed-off-by: Sungwook Jung rhapsodist@gmail.com 	rhapsodist	null	null	null	null	null	null	
2014-07-25 22:21:50.0	2014-07-29 19:42:14.0	2014-07-29 19:42:14.0	closed	[]	0	109	Richacl	https://api.github.com/repos/torvalds/linux/issues/109	https://github.com/torvalds/linux/pull/109		rosellef	null	null	null	null	null	null	
2014-07-30 19:01:46.0	2014-07-30 19:06:14.0	2014-07-30 19:06:14.0	closed	[]	0	110	an ignore commit. FTR acpi pnp.	https://api.github.com/repos/torvalds/linux/issues/110	https://github.com/torvalds/linux/pull/110		arjun024	null	null	null	null	null	null	
2014-08-03 09:54:49.0	null	2019-08-15 04:53:34.0	open	[]	2	111	Create pure C material	https://api.github.com/repos/torvalds/linux/issues/111	https://github.com/torvalds/linux/pull/111	soon 	thinkwall	null	null	null	null	null	null	
2014-08-05 04:51:04.0	2014-08-05 04:51:21.0	2014-08-05 04:53:50.0	closed	[]	1	112	Dev39	https://api.github.com/repos/torvalds/linux/issues/112	https://github.com/torvalds/linux/pull/112		tgsergeant	null	null	null	null	null	null	
2014-08-16 10:32:37.0	2014-08-16 10:35:45.0	2014-08-16 10:35:45.0	closed	[]	1	113	Need to expand ath9k to ath10k driver structure	https://api.github.com/repos/torvalds/linux/issues/113	https://github.com/torvalds/linux/pull/113	Looking to study driver in comparison to FOSS/MAC drivers used for ath9K. (I'd like to expand my code for older drivers) 	ghost	null	null	null	null	null	null	
2014-08-18 02:10:22.0	2014-08-20 01:07:19.0	2014-08-20 01:07:19.0	closed	[]	2	114	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/114	https://github.com/torvalds/linux/pull/114	``` Merge pull request #1 from torvalds/master ``` 	e-mailky	null	null	null	null	null	null	
2014-08-21 17:17:09.0	null	2020-10-02 17:56:08.0	open	[]	1	115	ggry	https://api.github.com/repos/torvalds/linux/issues/115	https://github.com/torvalds/linux/pull/115		KonstantinBYvitebsk	null	null	null	null	null	null	
2014-08-23 14:23:30.0	null	2015-01-08 13:58:26.0	open	[]	1	116	Update names.c	https://api.github.com/repos/torvalds/linux/issues/116	https://github.com/torvalds/linux/pull/116	Hello. While making a program using usbip, I found a bug. When the variable pool_head was free()ed, it has dangling pointer. So, after names_free() called, we can't call names_free() again. Thanks for reading.  (Sorry for not fluent English) 	ghost	null	null	null	null	null	null	
2014-09-12 10:03:25.0	null	2020-10-02 17:56:02.0	open	[]	2	118	Fix typo	https://api.github.com/repos/torvalds/linux/issues/118	https://github.com/torvalds/linux/pull/118		zhenyuchen	null	null	null	null	null	null	
2014-09-14 05:53:01.0	null	2020-10-02 17:56:00.0	open	[]	1	119	Create voh98	https://api.github.com/repos/torvalds/linux/issues/119	https://github.com/torvalds/linux/pull/119		ghost	null	null	null	null	null	null	
2014-09-16 14:40:31.0	null	2020-10-02 17:55:58.0	open	[]	1	120	Added TLK106 PHY Support	https://api.github.com/repos/torvalds/linux/issues/120	https://github.com/torvalds/linux/pull/120	Supports TI's TLK106 series Ethernet PHYs. 	1800alex	null	null	null	null	null	null	
2014-09-17 02:36:52.0	2014-09-17 02:37:26.0	2014-09-17 02:37:26.0	closed	[]	0	121	merge for main	https://api.github.com/repos/torvalds/linux/issues/121	https://github.com/torvalds/linux/pull/121		baoruxing	null	null	null	null	null	null	
2014-09-19 06:14:41.0	2014-09-19 06:14:45.0	2014-09-19 06:14:45.0	closed	[]	0	122	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/122	https://github.com/torvalds/linux/pull/122	pulling latest linux code 	rakesh-gopal	null	null	null	null	null	null	
2014-09-19 06:16:38.0	2014-09-19 06:16:45.0	2014-09-19 06:16:45.0	closed	[]	0	123	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/123	https://github.com/torvalds/linux/pull/123	pulling latest linux code 	rakesh-gopal	null	null	null	null	null	null	
2014-09-19 12:34:10.0	2014-09-19 12:39:03.0	2014-09-19 12:39:03.0	closed	[]	0	124	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/124	https://github.com/torvalds/linux/pull/124	pulling latest linux code 	rakesh-gopal	null	null	null	null	null	null	
2014-09-24 08:49:16.0	null	2020-10-02 17:55:56.0	open	[]	2	125	Update cfi_cmdset_0002.c	https://api.github.com/repos/torvalds/linux/issues/125	https://github.com/torvalds/linux/pull/125	# Issue description:    During writing the Linux Kernel image on /dev/mtdX device the burning is failed due to I/O write or erase error:    Erasing blocks: 6/12 (50%)  While erasing blocks 0x000a0000-0x000c0000 on /dev/mtd1: Input/output error  Burning the /persistent/ISF.img image on /dev/mtd1 failed.    When doing erase, writing or verifying using FLASHCP program, the cfi mtd functions of Linux Kernel MTD driver can returns too early. The function chip_ready() return OK status while the actual writing or erasing is not finished on NOR flash device. It leads to I/O error and fail in writing, erasing or verifying of the data during working with MTD devices.    When the issue with writing is reproduced we compared the data of LinuxKERNEL.img and the data which was written on the /dev/mtdX device:  dd if=/dev/mtd3 bs=2367008 count=1 > /persistent/dest.buf  hexdump /persistent/dest.buf > /persistent/dest.hex  hexdump /persistent/LinuxKERNEL.img > /persistent/source.hex  diff -purN /persistent/dest.hex /persistent/source.hex    And it was observed that the driver didn't write some blocks at all (0xffff instead of real data in some places). Flash driver skip writing or hasn't been finished it during the specific time.    I found that in Internet I am not alone in this world, but I didn't find some solution for this problem which doesn't lead to increasing of the time of writing.  So I investigate the writing and found that there is no any check that the data is really was written on the Flash. So the proposed solution is to compare the given last byte with written one. We have run a long stubility during several weeks on our side with Switch Board using writing on NOR flash and the problem is not reproduced.  # FREQUENCY:    1%  The I/O error appears about 1 time during 3-4 hours writing on NOR flash. But it was not possible to determine exactly at what time the issue can happen.  # SYSTEM IMPACT:    fails to write/erase on NOR flash  # FIX DESCRIPTION:    Wait until the following checks return positive results during writing/erasing on NOR Flash:  1. read the data/status from the device (checking status of the NOR Flash: busy, timeout or ok(data)) return ok;  2. check the last byte of given buffer data is written in case of WRITE or the last map word is erased in case of ERASE.  # TEST DESCRIPTION:    Start writing some data on NOR FLASH (mtd device) using flashcp or start erasing using flash_erase.  	vjiki	null	null	null	null	null	null	
2014-09-25 06:44:39.0	2014-09-25 06:45:50.0	2014-09-25 06:45:50.0	closed	[]	0	126	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/126	https://github.com/torvalds/linux/pull/126	Auto merge 	1q84	null	null	null	null	null	null	
2014-09-30 20:11:15.0	2014-09-30 21:28:35.0	2014-09-30 21:28:35.0	closed	[]	0	127	update to latest	https://api.github.com/repos/torvalds/linux/issues/127	https://github.com/torvalds/linux/pull/127		prajoshpremdas	null	null	null	null	null	null	
2014-10-24 07:20:55.0	null	2015-01-08 13:50:04.0	open	[]	1	128	Eliminate two duplicated lines codes to enhance the xt_hashlimit.c of ne...	https://api.github.com/repos/torvalds/linux/issues/128	https://github.com/torvalds/linux/pull/128	There are two duplicated lines of hashlimit_mt. Now I enhance it to eliminate the duplicated codes. 	gfreewind	null	null	null	null	null	null	
2014-10-29 07:08:47.0	2014-11-12 00:46:18.0	2014-11-12 00:46:18.0	closed	[]	2	129	Surface Pro 3 Type Cover from Ubuntu Forums	https://api.github.com/repos/torvalds/linux/issues/129	https://github.com/torvalds/linux/pull/129	Surface Pro 3 Type Cover that works with Ubuntu (and possibly Arch) from this thread.  Both trackpad and keyboard work after compiling my own kernel. http://ubuntuforums.org/showthread.php?t=2231207&page=2&s=44910e0c56047e4f93dfd9fea58121ef This is the first time I'm submitting a pull request to the linux kernel, please point out any mistakes if I made any. 	chemelnucfin	null	null	null	null	null	null	
2014-10-29 23:31:24.0	2014-10-29 23:32:50.0	2014-10-29 23:32:50.0	closed	[]	0	130	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/130	https://github.com/torvalds/linux/pull/130	Sync as of 10272014 	dabrace	null	null	null	null	null	null	
2014-10-29 23:34:36.0	2014-10-29 23:34:53.0	2014-10-29 23:34:53.0	closed	[]	0	131	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/131	https://github.com/torvalds/linux/pull/131	Sync as of 10272014 	dabrace	null	null	null	null	null	null	
2014-10-30 23:20:16.0	null	2020-10-02 17:55:53.0	open	[]	8	132	Create operating system_src	https://api.github.com/repos/torvalds/linux/issues/132	https://github.com/torvalds/linux/pull/132		luvkg	null	null	null	null	null	null	
2014-11-03 06:43:00.0	2014-11-03 11:47:15.0	2014-11-03 11:47:25.0	closed	[]	1	133	Update irq.c, fix duplicate IRQ abbreviation	https://api.github.com/repos/torvalds/linux/issues/133	https://github.com/torvalds/linux/pull/133	Having 2 IRQ entries with the same abbreviation doesn't seem logical. Rename Hypervisor callback interrupts' abbreviation from THR to HCI. 	atonkyra	null	null	null	null	null	null	
2014-11-09 17:52:34.0	2014-11-09 17:52:55.0	2014-11-09 17:52:55.0	closed	[]	0	134	Merge pull request #2 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/134	https://github.com/torvalds/linux/pull/134	Sync as of 10272014 	dabrace	null	null	null	null	null	null	
2014-11-14 17:52:48.0	null	2020-10-02 17:55:51.0	open	[]	2	135	Small comment correction	https://api.github.com/repos/torvalds/linux/issues/135	https://github.com/torvalds/linux/pull/135	The time field in blk_io_trace is in nanoseconds. Correct the comment from microseconds to nanoseconds. The field was once in microseconds, but was changed to nanoseconds in commit 6c051ce0307526adec32a847f0daa1af2124f0a9 on March 25, 2009. Update the comment to match a 5-year-old reality. 	foodprocessor	null	null	null	null	null	null	
2014-11-15 07:10:12.0	null	2015-01-08 13:49:26.0	open	[]	3	136	Update xpad.c	https://api.github.com/repos/torvalds/linux/issues/136	https://github.com/torvalds/linux/pull/136	the abs_y and the abs_ry should negate the val and add 1 because it's the complement of the origin variable 	linbingchen	null	null	null	null	null	null	
2014-11-18 20:05:10.0	2014-11-18 20:05:36.0	2014-11-18 20:05:36.0	closed	[]	0	137	sync up with linux	https://api.github.com/repos/torvalds/linux/issues/137	https://github.com/torvalds/linux/pull/137		dabrace	null	null	null	null	null	null	
2014-11-24 01:07:44.0	null	2020-05-18 17:48:35.0	open	[]	1	138	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/138	https://github.com/torvalds/linux/pull/138	merge torvalds master 	qioixiy	null	null	null	null	null	null	
2014-11-26 05:42:44.0	null	2015-01-08 13:48:36.0	open	[]	1	139	Minor improvement for smsc95xx netusb driver performance.	https://api.github.com/repos/torvalds/linux/issues/139	https://github.com/torvalds/linux/pull/139	Reduce number of memcpy's by 1-2 improve transmit performance by 2-4%, or reduce cpu usage on a comparable value. 	SiarheiVolkau	null	null	null	null	null	null	
2014-11-27 16:31:07.0	2014-11-27 16:40:18.0	2014-11-27 16:40:18.0	closed	[]	0	140	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/140	https://github.com/torvalds/linux/pull/140	adding new changes 	sumanta23	null	null	null	null	null	null	
2014-11-27 18:08:24.0	null	2014-12-10 21:38:28.0	open	[]	5	141	updating for keypayload null check.	https://api.github.com/repos/torvalds/linux/issues/141	https://github.com/torvalds/linux/pull/141	adding NULL check to make it fail safe. Not sure about the return value. Please review and merge if required. 	sumanta23	null	null	null	null	null	null	
